Samples.DateAndTime,Samples.Site,Sites.Name,Samples.Location,Locations.Name,Samples.Sample,Samples.TakenBy,Laboratories.Name,Samples.LabRef,SampleDepths.DepthNo,SampleDepths.DepthTime,SampleDepths.Depth,SampleValues.Param,Params.Name,Params.Units,SampleValues.Val,SampleValues.Qualifier,SampleValues.Quality,Samples.Comments,SampleDepths.Comments,SampleValues.Comments,Params.BioKingdom,Params.BioPhylum,Params.BioClass,Params.BioOrder,Params.BioFamily,Params.BioGenus,Params.BioSpecies,Datasets
28/1/2015 11:20,462,WOODS LAKE,5,MIDDLE,77029,KM/WE/BP,Analytical Services,69044,1,28/1/2015 11:20,0.2,623.04,Chlorophyta (Closterium sp.),cells/mL,1,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:20,462,WOODS LAKE,5,MIDDLE,77029,KM/WE/BP,Analytical Services,69044,1,28/1/2015 11:20,0.2,650,Chlorophyta (Crucigenia sp.),cells/mL,1,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Chlorococcales,Scendesmaceae,Crucigenia,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:20,462,WOODS LAKE,5,MIDDLE,77029,KM/WE/BP,Analytical Services,69044,1,28/1/2015 11:20,0.2,623.02,Cryptophyta (Cryptomonas sp.),cells/mL,1,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:20,462,WOODS LAKE,5,MIDDLE,77029,KM/WE/BP,Analytical Services,69044,1,28/1/2015 11:20,0.2,623.39,(Cylindrospermopsis raciborskii),cells/mL,3,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 19/02/2015 12:03",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Area 51,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:06,462,WOODS LAKE,5,MIDDLE,76932,KM/WE/BP,Field measurement,,1,28/1/2015 11:06,0.296,168,Equipment voltage,Volts,12.2,,11,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 03/02/2015 16:07",,EQUIPMENT:YSI 6600,,,,,,,,"SOURCE: WQ Logger importer
SOURCE: WQ Logger
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:06,462,WOODS LAKE,5,MIDDLE,76932,KM/WE/BP,Field measurement,,1,28/1/2015 11:06,0.296,101,Water Temperature,Degrees C,15.65,,11,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 03/02/2015 16:07",,EQUIPMENT:YSI 6600,,,,,,,,"SOURCE: WQ Logger importer
SOURCE: WQ Logger
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:06,462,WOODS LAKE,5,MIDDLE,76932,KM/WE/BP,Field measurement,,1,28/1/2015 11:06,0.296,141.01,Conductivity @ TRef 25,uS/cm (25 TRef),70,,11,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 03/02/2015 16:07",,EQUIPMENT:YSI 6600,,,,,,,,"SOURCE: WQ Logger importer
SOURCE: WQ Logger
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:06,462,WOODS LAKE,5,MIDDLE,76932,KM/WE/BP,Field measurement,,1,28/1/2015 11:06,0.296,154.1,pH field,,7.85,,11,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 03/02/2015 16:07",,EQUIPMENT:YSI 6600,,,,,,,,"SOURCE: WQ Logger importer
SOURCE: WQ Logger
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:06,462,WOODS LAKE,5,MIDDLE,76932,KM/WE/BP,Field measurement,,1,28/1/2015 11:06,0.296,151,Redox US Stnd Oxid,mV,169.2,,11,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 03/02/2015 16:07",,EQUIPMENT:YSI 6600,,,,,,,,"SOURCE: WQ Logger importer
SOURCE: WQ Logger
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:06,462,WOODS LAKE,5,MIDDLE,76932,KM/WE/BP,Field measurement,,1,28/1/2015 11:06,0.296,136.01,Turbidity,NTU/FNU,0,,11,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 03/02/2015 16:07",,EQUIPMENT:YSI 6600,,,,,,,,"SOURCE: WQ Logger importer
SOURCE: WQ Logger
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:06,462,WOODS LAKE,5,MIDDLE,76932,KM/WE/BP,Field measurement,,1,28/1/2015 11:06,0.296,266.01,Dissolved Oxygen (DO %),% Saturation,100.1,,11,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 03/02/2015 16:07",,EQUIPMENT:YSI 6600,,,,,,,,"SOURCE: WQ Logger importer
SOURCE: WQ Logger
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:06,462,WOODS LAKE,5,MIDDLE,76932,KM/WE/BP,Field measurement,,1,28/1/2015 11:06,0.296,266,Dissolved Oxygen (DO mg/l),mg/l,9.18,,11,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76927, EnteredBy: macfarlanek 03/02/2015 16:07",,EQUIPMENT:YSI 6600,,,,,,,,"SOURCE: WQ Logger importer
SOURCE: WQ Logger
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,17,28/1/2015 11:05,3.4,432,PAR omni-directional,µmol photons/m²/sec,145.3,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,16,28/1/2015 11:05,3.25,432,PAR omni-directional,µmol photons/m²/sec,177.8,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,15,28/1/2015 11:05,3,432,PAR omni-directional,µmol photons/m²/sec,238.5,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,14,28/1/2015 11:05,2.75,432,PAR omni-directional,µmol photons/m²/sec,401.8,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,13,28/1/2015 11:05,2.5,432,PAR omni-directional,µmol photons/m²/sec,425.7,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,12,28/1/2015 11:05,2.25,432,PAR omni-directional,µmol photons/m²/sec,453,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,11,28/1/2015 11:05,2,432,PAR omni-directional,µmol photons/m²/sec,502.7,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,10,28/1/2015 11:05,1.75,432,PAR omni-directional,µmol photons/m²/sec,511.5,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,9,28/1/2015 11:05,1.5,432,PAR omni-directional,µmol photons/m²/sec,522,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,8,28/1/2015 11:05,1.25,432,PAR omni-directional,µmol photons/m²/sec,594.5,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,7,28/1/2015 11:05,1,432,PAR omni-directional,µmol photons/m²/sec,609,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,6,28/1/2015 11:05,0.75,432,PAR omni-directional,µmol photons/m²/sec,628.1,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,5,28/1/2015 11:05,0.5,432,PAR omni-directional,µmol photons/m²/sec,685.3,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,4,28/1/2015 11:05,0.25,432,PAR omni-directional,µmol photons/m²/sec,804.1,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,3,28/1/2015 11:05,0,432,PAR omni-directional,µmol photons/m²/sec,978.2,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",,"Field duplicate, MEDIUM: AIR, Bright steady light throughout profile @ 11:00 lt.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,2,28/1/2015 11:05,0.2,103.02,Sample - Volume Filtered,Millilitres,1000,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",Surface grab sample,,,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,1,28/1/2015 11:05,0,180.07,Wind Direction Estimate,Degrees,225,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",Surface observation,,,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,1,28/1/2015 11:05,0,185.1,Wind speed estimate,Beaufort,3,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",Surface observation,,,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,1,28/1/2015 11:05,0,102,Air Temperature,Degrees C,15,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",Surface observation,,,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,1,28/1/2015 11:05,0,110.11,Precipitation Type,,0,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",Surface observation,"0=None, 1=Drizzle, 2=Snow, 3=Sleet, 4=Hail, 5=Rain",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,1,28/1/2015 11:05,0,167.02,Water Surface Conditions,,1,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",Surface observation,"0=Flat, 1=Ripples, 2=Small wavelets, 3=Large wavelets, 4=Small waves, 5=Moderate waves, 6=Long waves",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,1,28/1/2015 11:05,0,188,Cloud cover,Okta,7,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",Surface observation,,,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
28/1/2015 11:05,462,WOODS LAKE,5,MIDDLE,76927,KM/WE/BP,Field measurement,,1,28/1/2015 11:05,0,133.38,Sample bottles,units,5,,11,"Hach Turbidity - 0.93 ntu. Forgot to pack Secchi. Filtered turbs not recorded due to contamination  despite efforts to resolve.,PURPOSE: Water Licence Bi-Monthly WQ, EnteredBy: macfarlanek 03/02/2015 16:06",Surface observation,,,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
21/11/2014 11:30,462,WOODS LAKE,5,MIDDLE,76894,KM/WE,Analytical Services,68102,1,21/11/2014 11:30,0.2,657,Charophyta (Elakatothrix sp.),cells/mL,120,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76816, EnteredBy: macfarlanek 12/01/2015 12:53",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Plantae,Charophyta,Klebsormidiophyceae,klebsormidiales,Elaktotrichaceae,Elakatothrix,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
21/11/2014 11:30,462,WOODS LAKE,5,MIDDLE,76894,KM/WE,Analytical Services,68102,1,21/11/2014 11:30,0.2,268.14,Phosphorus as P - Total,mg/l,0.01,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76816, EnteredBy: macfarlanek 12/01/2015 12:53",Surface grab sample,Method: Total Nutrients by Kjeldahl Digest and FIA,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
21/11/2014 11:30,462,WOODS LAKE,5,MIDDLE,76894,KM/WE,Analytical Services,68102,1,21/11/2014 11:30,0.2,283,Sulphate - Total as SO4,mg/l,0.5,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76816, EnteredBy: macfarlanek 12/01/2015 12:53",Surface grab sample,Method: Anions in Water by Ion Chromatography Normal IC method,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
21/11/2014 11:30,462,WOODS LAKE,5,MIDDLE,76894,KM/WE,Analytical Services,68102,1,21/11/2014 11:30,0.2,171,Suspended Solids - Total (TSS),mg/l,2,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76816, EnteredBy: macfarlanek 12/01/2015 12:53",Surface grab sample,"Method: Solids, Total Suspended dried at 104 ± 3 °C",,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
21/11/2014 11:30,462,WOODS LAKE,5,MIDDLE,76894,KM/WE,Analytical Services,68102,1,21/11/2014 11:30,0.2,623.27,Chlorophyta (Ankistrodesmus sp.),cells/mL,1,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76816, EnteredBy: macfarlanek 12/01/2015 12:53",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Ankistrodesmus,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
21/11/2014 11:30,462,WOODS LAKE,5,MIDDLE,76894,KM/WE,Analytical Services,68102,1,21/11/2014 11:30,0.2,621.07,Cyanobacteria (Aphanothece sp. 1),cells/mL,780,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76816, EnteredBy: macfarlanek 12/01/2015 12:53",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece,Aphanothece sp. 1,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
21/11/2014 11:30,462,WOODS LAKE,5,MIDDLE,76894,KM/WE,Analytical Services,68102,1,21/11/2014 11:30,0.2,622.08,Bacillariophyta (Asterionella sp.),cells/mL,1,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76816, EnteredBy: macfarlanek 12/01/2015 12:53",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Bacillariophyta,Fragillariophyceae,Fragillariales,Fragillariaceae,Asterionella,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
21/11/2014 11:30,462,WOODS LAKE,5,MIDDLE,76894,KM/WE,Analytical Services,68102,1,21/11/2014 11:30,0.2,623.01,Cryptophyta (Chroomonas sp.),cells/mL,130,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76816, EnteredBy: macfarlanek 12/01/2015 12:53",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,Chroomonas,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
21/11/2014 11:30,462,WOODS LAKE,5,MIDDLE,76894,KM/WE,Analytical Services,68102,1,21/11/2014 11:30,0.2,650,Chlorophyta (Crucigenia sp.),cells/mL,39,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76816, EnteredBy: macfarlanek 12/01/2015 12:53",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Chlorococcales,Scendesmaceae,Crucigenia,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
21/11/2014 11:30,462,WOODS LAKE,5,MIDDLE,76894,KM/WE,Analytical Services,68102,1,21/11/2014 11:30,0.2,623.02,Cryptophyta (Cryptomonas sp.),cells/mL,19,,4,"'PURPOSE: Water Licence Bi-Monthly WQ', RelatedTo: 76816, EnteredBy: macfarlanek 12/01/2015 12:53",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Bi-Monthly WQ (DO NOT USE)
"
